arxiv_id	authors	author_keys	publisher	date	timestamp
9504006	Bernard de Wit|Vadim Kaplunovsky|Jan Louis|Dieter Luest	B_WIT|V_KAPLUNOVSKY|J_LOUIS|D_LUEST	Nucl.Phys. B	1995-04-04T11:23:33	797019813
9504007	A.L. Larsen|N. S\'{a}nchez	A_LARSEN|N_SANCHEZ	None	1995-04-04T11:34:37	797020477
9504008	M.R-Monteiro|I.Roditi|L.M.C.S.Rodrigues|S.Sciuto	M_RMONTEIRO|I_RODITI|L_RODRIGUES|S_SCIUTO	Phys. Lett. B	1995-04-04T07:42:48-05:00	797010168
9504009	J.E.Paschalis|P.I.Porfyriadis	J_PASCHALIS|P_PORFYRIADIS	Phys. Lett. B	1995-04-04T14:36:01	797031361
9504010	J.M.F. Labastida|M. Mari\~no	J_LABASTIDA|M_MARINO	Nucl. Phys. B	1995-04-04T16:42:15	797038935
9504011	Dmitri V.Vassilevich	D_VASSILEVICH	Mod.Phys.Lett. A	1995-04-04T16:56:50	797039810
9504012	Alan R. Steif	A_STEIF	Phys.Rev. D	1995-04-04T10:50:49-07:00	797017849
9504013	Gabriele Ferretti	G_FERRETTI	Nucl. Phys. B	1995-04-04T20:22:44	797052164
9504014	E. Elizalde|C.O. Lousto|S.D. Odintsov|A. Romeo	E_ELIZALDE|C_LOUSTO|S_ODINTSOV|A_ROMEO	Phys.Rev. D	1995-04-05T14:53:42	797118822
9504015	Laurent Baulieu	L_BAULIEU	Int.J.Mod.Phys. A	1995-04-05T14:40:27	797118027
9504016	Cornelius Sochichiu	C_SOCHICHIU	Theor.Math.Phys.	1995-04-05T19:21:22	797134882
9504017	Teruhiko Kawano	T_KAWANO	Prog.Theor.Phys.	1995-04-06T00:30:05	797153405
9504018	J.D. Kim	J_KIM	Phys. Lett. B	1995-04-05T16:30:48	797124648
9504019	S.W. Hawking|S.F. Ross	S_HAWKING|S_ROSS	Phys.Rev. D	1995-04-05T19:00:24	797133624
9504020	Rajesh R. Parwani	R_PARWANI	Phys.Lett. B	1995-04-05T17:29:43	797128183
9504021	Youngjai Kiem|Dahl Park	Y_KIEM|D_PARK	None	1995-04-05T18:44:49	797132689
9504022	Sergey N. Solodukhin	S_SOLODUKHIN	Phys.Rev. D	1995-04-05T22:04:13	797144653
9504023	Carlos Castro	C_CASTRO	None	1995-04-05T23:30:14	797149814
9504024	H. Kleinert	H_KLEINERT	Phys.Lett. A	1995-04-06T07:26:38	797178398
9504025	S. James Gates|Jr.|Lubna Rana	S_GATES|J_|L_RANA	Phys. Lett. B	1995-04-06T02:50:42-05:00	797165442
9504026	Motoi Tachibana	M_TACHIBANA	Phys.Rev. D	1995-04-06T15:57:00	797209020
9504027	Ashoke Sen	A_SEN	Nucl.Phys. B	1995-04-06T14:42:07	797204527
9504028	A.G.Mirzabekian|G.A.Vilkovisky	A_MIRZABEKIAN|G_VILKOVISKY	Class.Quant.Grav.	1995-04-06T14:46:45	797204805
9504029	Thomas P. Branson|Peter B. Gilkey|Dmitri V.Vassilevich	T_BRANSON|P_GILKEY|D_VASSILEVICH	Boll.Union.Mat.Ital.	1995-04-06T17:30:50	797214650
9504030	J. C. Brunelli|Ashok Das	J_BRUNELLI|A_DAS	Phys.Lett. B	1995-04-06T12:52:23	797197943
9504031	P.Kanti|K.Tamvakis	P_KANTI|K_TAMVAKIS	Phys.Rev. D	1995-04-06T23:44:40	797237080
9504032	Andrea Brignole|Ferruccio Feruglio|Fabio Zwirner	A_BRIGNOLE|F_FERUGLIO|F_ZWIRNER	Phys. Lett. B	1995-04-06T18:56:01	797219761
9504033	S.P. de Alwis|N. Ohta	S_ALWIS|N_OHTA	Phys.Rev. D	1995-04-06T15:52:54	797208774
9504034	I. Antoniadis|S. Ferrara|E. Gava|K.S. Narain|T.R. Taylor	I_ANTONIADIS|S_FERRARA|E_GAVA|K_NARAIN|T_TAYLOR	Nucl.Phys. B	1995-04-06T23:11:40	797235100
9504035	S.M. Sergeev|V.V. Mangazeev|Yu.G. Stroganov	S_SERGEEV|V_MANGAZEEV|Y_STROGANOV	None	1995-04-07T17:50:50	797302250
9504036	L. Tataru|Ion V. Vancea	L_TATARU|I_VANCEA	Int.J.Mod.Phys. A	1995-04-07T10:24:34	797275474
9504037	Paul A. Blaga|L. Tataru|Ion V. Vancea	P_BLAGA|L_TATARU|I_VANCEA	Rom.J.Phys.	1995-04-07T11:04:36	797277876
9504038	Ilinski|G.V.Kalinin|V.S.Kapitonov	Ilinski|G_KALININ|V_KAPITONOV	None	1995-04-07T14:26:12	797289972
9504039	J. Barcelos-Neto|N.R.F. Braga|S.M. de Souza	J_BARCELOSNETO|N_BRAGA|S_SOUZA	Class.Quant.Grav.	1995-04-07T09:35:53	797272553
9504040	Geoffrey Dixon	G_DIXON	None	1995-04-07T12:06:16	797281576
9504041	M. Zyskin	M_ZYSKIN	Lett. Math. Phys.	1995-04-07T13:28:36	797286516
9504042	A. S. Fokas|I. M. Gelfand|M. V. Zyskin	A_FOKAS|I_GELFAND|M_ZYSKIN	None	1995-04-07T13:28:37	797286517
9504043	Moustafa Awada	M_AWADA	Phys.Lett. B	1995-04-07T15:07:18	797292438
9504044	M. Awada|D.Zoller|J.F.Clark	M_AWADA|D_ZOLLER|J_CLARK	Phys. Lett. B	1995-04-07T15:40:09	797294409
9504045	Moustafa Awada	M_AWADA	Phys. Lett. B	1995-04-07T16:23:24	797297004
9504046	Moustafa Awada	M_AWADA	Phys. Lett. B	1995-04-07T16:52:02	797298722
9504047	J. A. Harvey|A. Strominger	J_HARVEY|A_STROMINGER	Nucl.Phys. B	1995-04-07T19:08:00	797306880
9504049	Damiano Anselmi	D_ANSELMI	Class.Quant.Grav.	1995-04-09T08:16:01	797440561
9504050	H.J. de Vega|A.L. Larsen|N. S\'{a}nchez	H_VEGA|A_LARSEN|N_SANCHEZ	None	1995-04-10T09:02:39	797529759
9504051	I. Yu. Karataeva|S. L. Lyakhovich	I_KARATAEVA|S_LYAKHOVICH	None	1995-04-11T12:09:06	797627346
9504052	Atsushi Nakayashiki|Yasuhiko Yamada	A_NAKAYASHIKI|Y_YAMADA	Commun. Math. Phys.	1995-04-10T17:33:27	797560407
9504053	Burkhard Kleihaus|Jutta Kunz|Abha Sood	B_KLEIHAUS|J_KUNZ|A_SOOD	Phys.Lett. B	1995-04-10T13:39:25	797546365
9504054	G.K.Bathas|E.Floratos|G.K.Savvidy|K.G.Savvidy	G_BATHAS|E_FLORATOS|G_SAVVIDY|K_SAVVIDY	Modern Physics Letters A	1995-04-10T13:56:37	797547397
9504055	Bertfried Fauser	B_FAUSER	J.Math.Phys.	1995-04-10T16:02:19	797554939
9504056	Beatriz Gato-Rivera|Jose Ignacio Rosado	B_GATORIVERA|J_ROSADO	Phys.Lett. B	1995-04-10T16:08:42+01:00	797558922
9504057	N.A. Batakis	N_BATAKIS	Phys. Lett. B	1995-04-10T16:51:34	797557894
9504058	Antonio Candiello	A_CANDIELLO	None	1995-04-10T18:36:15	797564175
9504059	Ashok Das|Marcelo Hott	A_DAS|M_HOTT	None	1995-04-10T14:36:44	797549804
9504060	Saurya Das|Parthasarathi Majumdar	S_DAS|P_MAJUMDAR	Pramana	1995-04-11T11:05:14	797623514
9504061	Z.Hasiewicz|Z.Jaskolski	Z_HASIEWICZ|Z_JASKOLSKI	Nucl.Phys. B	1995-04-11T13:42:22	797632942
9504062	Richard Costambeys|Paul Mansfield	R_COSTAMBEYS|P_MANSFIELD	None	1995-04-11T14:59:27	797637567
9504063	Tomohiro Matsuda	T_MATSUDA	J.Phys.G	1995-04-12T18:55:20	797738120
9504064	G. Cognola|L. Vanzo|S. Zerbini	G_COGNOLA|L_VANZO|S_ZERBINI	Phys.Rev. D	1995-04-12T10:46:03	797708763
9504065	Nicola Maggiore|Olivier Piguet|Mathieu Ribordy	N_MAGGIORE|O_PIGUET|M_RIBORDY	Helv. Phys. Acta	1995-04-12T11:48:05	797712485
9504066	R. Banerjee|Heinz J. Rothe	R_BANERJEE|H_ROTHE	Nucl.Phys. B	1995-04-12T14:18:25	797721505
9504067	R. Banerjee|H. J. Rothe|K. D. Rothe	R_BANERJEE|H_ROTHE|K_ROTHE	Phys.Rev. D	1995-04-12T14:19:54	797721594
9504068	D. Stoll|M. Thies	D_STOLL|M_THIES	None	1995-04-12T14:25:46	797721946
9504069	Julio Abad|Miguel Rios	J_ABAD|M_RIOS	None	1995-04-12T16:18:36	797728716
9504070	Evgenyi A. Ivanov	E_IVANOV	Phys.Lett. B	1995-04-12T18:27:54	797736474
9504071	E. Ramos|J.Roca	E_RAMOS|J_ROCA	Nucl.Phys. B	1995-04-13T10:50:12	797795412
9504072	Vu B Ho	V_HO	None	1995-04-13T19:20:18	797826018
9504073	Fred Cooper	F_COOPER	None	1995-04-13T13:46:20	797805980
9504074	Peter Bouwknegt|Andreas W.W. Ludwig|Kareljan Schoutens	P_BOUWKNEGT|A_LUDWIG|K_SCHOUTENS	None	1995-04-13T19:56:32	797828192
9504075	T.Aida|Y.Kitazawa	T_AIDA|Y_KITAZAWA	Mod. Phys. Lett. A	1995-04-14T18:06:36	797907996
9504076	Vl.S Dotsenko|G. Harris|E. Marinari|E. Martinec|M. Picco & P.   Windey	V_DOTSENKO|G_HARRIS|E_MARINARI|E_MARTINEC|M_WINDEY	Nucl.Phys. B	1995-04-14T12:32:06	797887926
9504077	S. James Gates Jr.|Sergei V. Ketov	S_|S_KETOV	Phys.Lett. B	1995-04-15T17:24:07	797991847
9504079	D.K.Park	D_PARK	Phys.Rev. D	1995-04-17T00:37:34	798104254
9504080	S. Elitzur|A. Forge|A. Giveon|E. Rabinovici	S_ELITZUR|A_FORGE|A_GIVEON|E_RABINOVICI	Phys.Lett. B	1995-04-16T20:12:00	798088320
9504081	E. Bergshoeff|C.M. Hull|T. Ortin	E_BERGSHOEFF|C_HULL|T_ORTIN	Nucl.Phys. B	1995-04-16T20:09:15+00:00	798091755
9504082	Oleg Andreev	O_ANDREEV	Phys.Lett. B	1995-04-17T16:07:02	798160022
9504083	M. GasperinI|M. Giovannini|G. Veneziano	M_GASPERINI|M_GIOVANNINI|G_VENEZIANO	Phys.Rev.Lett.	1995-04-17T14:53:23	798155603
9504084	S. Krivonos|A. Sorin	S_KRIVONOS|A_SORIN	Phys. Lett. B	1995-04-17T18:39:18	798169158
9504085	Simone Artz|Luca Mezincescu|Rafael I. Nepomechie	S_ARTZ|L_MEZINCESCU|R_NEPOMECHIE	J.Phys. A	1995-04-17T13:33:22	798150802
9504086	Ashok Das|Marcelo Hott	A_DAS|M_HOTT	Phys.Rev. D	1995-04-17T14:20:08	798153608
9504087	S. Baker|V.Z. Enolskii|A.P. Fordy	S_BAKER|V_ENOLSKII|A_FORDY	None	1995-04-18T06:14:51+00:00	798214491
9504088	D. Korotkin|H. Nicolai	D_KOROTKIN|H_NICOLAI	Phys.Lett. B	1995-04-18T10:13:26	798225206
9504089	Jan C. Plefka	J_PLEFKA	Nucl. Phys. B	1995-04-18T19:11:03	798257463
9504090	Andrew Strominger	A_STROMINGER	Nucl.Phys. B	1995-04-18T12:06:53-07:00	798232013
9504091	Antal Jevicki|Miao Li|Tamiaki Yoneya	A_JEVICKI|M_LI|T_YONEYA	Nucl. Phys. B	1995-04-18T22:57:08	798271028
9504092	L. Griguolo|R. Percacci	L_GRIGUOLO|R_PERCACCI	Phys.Rev. D	1995-04-18T06:28:57	798211737
9504093	E. Elizalde|S.D. Odintsov	E_ELIZALDE|S_ODINTSOV	Mod. Phys. Lett. A	1995-04-18T13:50:54	798238254
9504094	Michio Ikehara	M_IKEHARA	Prog.Theor.Phys.	1995-04-18T21:40:20	798266420
9504095	P.K. Townsend	P_TOWNSEND	Phys.Lett. B	1995-04-18T13:22:24	798236544
9504096	Erling G. B. Hohler|K\aa re Olaussen	E_HOHLER|K_OLAUSSEN	Int.J.Mod.Phys. A	1995-04-18T18:37:03	798255423
9504097	Jan de Boer|Bas Peeters|Kostas Skenderis|Peter van Nieuwenhuizen	J_BOER|B_PEETERS|K_SKENDERIS|P_NIEUWENHUIZEN	Nucl. Phys. B	1995-04-19T13:30:23	798323423
9504098	H.J. de Vega|N. S\'anchez	H_VEGA|N_SANCHEZ	None	1995-04-19T19:29:42	798344982
9504099	Nobuyoshi Ohta|Takashi Shimizu	N_OHTA|T_SHIMIZU	Phys. Lett. B	1995-04-20T13:32:20	798409940
9504100	R. J. Cova|W. J.   Zakrzewski	R_COVA|W_ZAKRZEWSKI	Proc Quantum Sys	1995-04-20T11:39:46	798403186
9504101	L. P. Colatto|J. L. Matheus-Valle	L_COLATTO|J_MATHEUSVALLE	J.Math.Phys.	1995-04-20T13:49:19	798410959
9504102	Ulf H. Danielsson|Bo Sundborg	U_DANIELSSON|B_SUNDBORG	Phys.Lett. B	1995-04-20T14:12:57	798412377
9504103	Dana Stanley Fine	D_FINE	J.Math.Phys.	1995-04-20T10:15:23	798398123
9504104	Ali Yegulalp	A_YEGULALP	Nucl. Phys. B	1995-04-20T11:58:53	798404333
9504105	G. Grignani|G. Semenoff|P. Sodano	G_GRIGNANI|G_SEMENOFF|P_SODANO	Phys.Rev. D	1995-04-20T21:18:11	798437891
9504106	Ling-Lie Chau|Itaru Yamanaka	L_CHAU|I_YAMANAKA	None	1995-04-20T15:11:01	798415861
9504107	Yu-kui Zhou	Y_ZHOU	J.Phys. A	1995-04-21T14:59:53	798501593
9504108	Michael B. Green	M_GREEN	Phys. Lett. B	1995-04-21T10:14:27	798484467
9504109	Hyeon-Min Johng|Hak-Soo Shin|Kwang-Sup Soh	H_JOHNG|H_SHIN|K_SOH	Int.J.Mod.Phys. A	1995-04-21T19:15:04	798516904
9504110	Malgorzata Klimek|Jerzy Lukierski	M_KLIMEK|J_LUKIERSKI	Acta Phys. Polon. B	1995-04-21T13:54:58	798497698
9504111	L.Faddeev	L_FADDEEV	Lett.Math.Phys.	1995-04-21T15:22:52	798502972
9504112	Martin Cederwall|Alexander von Gussich|Per Sundell	M_CEDERWALL|A_GUSSICH|P_SUNDELL	Nucl.Phys. B	1995-04-21T16:40:38	798507638
9504113	O. Aharony|J. Sonnenschein|S. Yankielowicz	O_AHARONY|J_SONNENSCHEIN|S_YANKIELOWICZ	Nucl.Phys. B	1995-04-23T18:52:34	798688354
9504114	Katsuyuki Sugiyama	K_SUGIYAMA	Int.J.Mod.Phys. A	1995-04-24T16:15:31	798765331
9504115	Katsuyuki Sugiyama	K_SUGIYAMA	None	1995-04-24T16:16:10	798765370
9504116	Peter Levay|David McMullan|Izumi Tsutsui	P_LEVAY|D_MCMULLAN|I_TSUTSUI	J.Math.Phys.	1995-04-24T10:46:33	798745593
9504117	A. Smilga	A_SMILGA	Nucl.Phys. B	1995-04-24T14:00:58+02:00	798757258
9504118	Requardt M	R_M	None	1995-04-24T15:12:23	798761543
9504119	H. E. Boos	H_BOOS	Int.J.Mod.Phys. A	1995-04-24T17:47:22+03:00	798774442
9504120	Ansar Fayyazuddin	A_FAYYAZUDDIN	Mod.Phys.Lett. A	1995-04-24T16:31:12	798766272
9504121	Z. Khviengia|H. Lu|C.N. Pope|E. Sezgin|X.J. Wang|K.W. Xu	Z_KHVIENGIA|H_LU|C_POPE|E_SEZGIN|X_WANG|K_XU	Nucl.Phys. B	1995-04-24T11:39:56	798748796
9504122	H. Lu|C.N. Pope|E. Sezgin	H_LU|C_POPE|E_SEZGIN	Class.Quant.Grav.	1995-04-24T11:51:11	798749471
9504123	"Dietrich B\""odeker|Larry McLerran|Andrei Smilga"	D_BODEKER|L_MCLERRAN|A_SMILGA	Phys.Rev. D	1995-04-24T16:42:35	798766955
9504124	A. Galperin|E. Sokatchev	A_GALPERIN|E_SOKATCHEV	Class.Quant.Grav.	1995-04-24T23:08:56	798790136
9504125	Kunio Funahashi|Taro Kashiwa|Shuji Nima|Seiji Sakoda	K_FUNAHASHI|T_KASHIWA|S_NIMA|S_SAKODA	Nucl. Phys. B	1995-04-25T14:35:36	798845736
9504126	Yoshihisa Kitazawa|Masao Ninomiya	Y_KITAZAWA|M_NINOMIYA	Phys.Rev. D	1995-04-25T15:46:23	798849983
9504127	J.L. Petersen|J. Rasmussen|M. Yu	J_PETERSEN|J_RASMUSSEN|M_YU	Nucl. Phys. B	1995-04-25T13:54:42	798843282
9504128	Requardt M	R_M	None	1995-04-25T14:13:13	798844393
9504129	P. Mayr|S. Stieberger	P_MAYR|S_STIEBERGER	Phys. Lett. B	1995-04-25T16:55:40	798854140
9504130	R. Banerjee	R_BANERJEE	Phys.Lett. B	1995-04-25T17:56:31	798857791
9504131	Mikhail V. Saveliev	M_SAVELIEV	None	1995-04-25T18:20:13	798859213
9504132	Silvio J. Rabello|Patricio Gaete	S_RABELLO|P_GAETE	Phys.Rev. D	1995-04-25T15:37:40	798849460
9504133	Hidenori Sonoda	H_SONODA	None	1995-04-25T13:09:07	798840547
9504134	Valeri V. Dvoeglazov	V_DVOEGLAZOV	Fizika B	1995-04-25T15:07:34	798847654
9504135	Noriaki Ano	N_ANO	J.Math.Phys.	1995-04-26T13:56:53	798929813
9504136	Kazuo Fujikawa|L. C. Kwek|C. H. Oh	K_FUJIKAWA|L_KWEK|C_OH	Mod.Phys.Lett. A	1995-04-26T18:12:09	798945129
9504137	Omer F. Dayi	O_DAYI	Int.J.Mod.Phys. A	1995-04-26T13:17:02	798927422
9504138	S. Krivonos|A. Sorin|F. Toppan	S_KRIVONOS|A_SORIN|F_TOPPAN	Phys. Lett. A	1995-04-26T14:12:39	798930759
9504139	Alexander Burinskii	A_BURINSKII	Phys.Rev. D	1995-04-26T16:56:56	798940616
9504140	E. Bergshoeff|E. Sezgin	E_BERGSHOEFF|E_SEZGIN	Phys. Lett. B	1995-04-26T14:53:20	798933200
9504141	Ian I. Kogan|Mikhail Shifman	I_KOGAN|M_SHIFMAN	Phys.Rev.Lett.	1995-04-26T22:07:20	798959240
9504142	Hitoshi Nishino	H_NISHINO	Phys.Lett. B	1995-04-26T17:31:10-05:00	798946270
9504143	P. Binetruy|M.K. Gaillard|T.R. Taylor	P_BINETRUY|M_GAILLARD|T_TAYLOR	Nucl.Phys. B	1995-04-26T20:15:04	798952504
9504144	P. L. Paul	P_PAUL	None	1995-04-26T20:02:50	798951770
9504145	Brian R. Greene|David R. Morrison|Andrew Strominger	B_GREENE|D_MORRISON|A_STROMINGER	Nucl.Phys. B	1995-04-26T23:24:19	798963859
9504146	R. Gianvittorio|I.Martin|A. Restuccia	R_GIANVITTORIO|I_MARTIN|A_RESTUCCIA	Lett.Math.Phys.	1995-04-27T12:44:24	799011864
9504147	Ashoke Sen	A_SEN	Mod.Phys.Lett. A	1995-04-28T01:37:23	799058243
9504148	S. F. Hassan	S_HASSAN	Nucl.Phys. B	1995-04-27T23:06:20	799049180
9504149	Phil E. Gibbs	P_GIBBS	None	1995-04-28T11:08:35	799092515
9504150	Yoichiro Matsumura|Norisuke Sakai|Tadakatsu Sakai	Y_MATSUMURA|N_SAKAI|T_SAKAI	Phys.Rev. D	1995-04-28T10:41:28	799090888
9504151	Ei-Byung Park|Yong-Wan Kim|Young-Jai Park|Yongduk Kim|Won Tae   Kim	E_PARK|Y_KIM|Y_PARK|Y_KIM|W_KIM	Mod.Phys.Lett. A	1995-04-28T20:13:19	799125199
9504152	S. A. Gogilidze|A. M. Khvedelidze|V. N. Pervushin	S_GOGILIDZE|A_KHVEDELIDZE|V_PERVUSHIN	Phys. Lett. B	1995-04-28T18:52:55	799120375
9504153	S. A. Gogilidze|A. M. Khvedelidze|V. N. Pervushin	S_GOGILIDZE|A_KHVEDELIDZE|V_PERVUSHIN	J.Math.Phys.	1995-04-28T19:00:00	799120800
9504154	S. A. Gogilidze|A. M. Khvedelidze|V. N. Pervushin	S_GOGILIDZE|A_KHVEDELIDZE|V_PERVUSHIN	Phys.Rev. D	1995-04-28T18:42:41	799119761
9504155	D.V. Gal'tsov|A.A. Garcia|O.V. Kechkin	D_GALTSOV|A_GARCIA|O_KECHKIN	Class.Quant.Grav.	1995-04-28T20:05:27	799124727
9504156	Dmitri DOLGOV	D_DOLGOV	None	1995-04-28T16:38:23	799112303
9504157	Valeri V. Dvoeglazov	V_DVOEGLAZOV	Rev.Mex.Fis.	1995-04-28T18:28:30	799118910
9504158	Valeri V. Dvoeglazov	V_DVOEGLAZOV	Int. J. Theor. Phys.	1995-04-28T18:29:05	799118945
9504159	Valeri V. Dvoeglazov	V_DVOEGLAZOV	Nuovo Cim. B	1995-04-28T18:48:14	799120094
9504160	I.N. McArthur	I_MCARTHUR	Nucl. Phys. B	1995-04-29T12:19:04	799183144
9504161	Amit Ghosh|Jnanadeva Maharana	A_GHOSH|J_MAHARANA	Mod.Phys.Lett. A	1995-04-29T09:38:40	799173520
9504162	Ilya L. Shapiro    Hiroyuki Takata	I_TAKATA	Phys. Lett. B	1995-04-30T21:40:29	799303229
9504163	Stephanie Curnoe|Nathan Weiss	S_CURNOE|N_WEISS	Int.J.Mod.Phys. A	1995-04-30T15:55:21	799282521
9504164	T D Kieu	T_KIEU	Mod.Phys.Lett. A	1995-05-01T00:03:46	799311826
9505001	M.Yu.Kuchiev	M_KUCHIEV	Europhys.Lett.	1995-05-01T17:45:12	799375512
9505002	K. A. Milton	K_MILTON	Nucl.Phys. B	1995-05-01T14:31:59	799363919
9505003	Tim R. Morris	T_MORRIS	Phys.Rev. D	1995-05-01T14:59:10	799365550
9505004	D. Kutasov|A. Schwimmer	D_KUTASOV|A_SCHWIMMER	Phys.Lett. B	1995-05-01T10:08:19	799348099
9505005	Tam\'as G. Kov\'acs|E.T. Tomboulis|Zsolt Schram	T_KOVACS|E_TOMBOULIS|Z_SCHRAM	Nucl. Phys. B	1995-05-01T17:01:46	799372906
9505006	K. Intriligator|P. Pouliot	K_INTRILIGATOR|P_POULIOT	Phys.Lett. B	1995-05-01T21:52:35	799390355
9505007	Zhan-Ning Hu	Z_HU	None	1995-05-02T15:42:39	799454559
9505008	Silvio Pallua|Predrag Prester	S_PALLUA|P_PRESTER	J.Phys. A	1995-05-02T12:01:45	799441305
9505009	A. Nersessian|P.H. Damgaard	A_NERSESSIAN|P_DAMGAARD	Phys.Lett. B	1995-05-02T17:13:40	799460020
9505010	Javier P. Muniain|Dardo D. Piriz	J_MUNIAIN|D_PIRIZ	None	1995-05-02T05:35:07	799418107
9505011	C. Quesne	C_QUESNE	J.Phys. A	1995-05-02T15:01:30	799452090
9505012	A.Yu.Alekseev|P.Schaller|T.Strobl	A_ALEKSEEV|P_SCHALLER|T_STROBL	Phys.Rev. D	1995-05-02T15:18:40	799453120
9505013	Mark Burgess	M_BURGESS	Phys.Rev. D	1995-05-02T15:40:05	799454405
9505014	Nelson R.F. Braga|Sergio M. de Souza	N_BRAGA|S_SOUZA	Phys.Rev. D	1995-05-02T10:59:43	799437583
9505015	Winfried Pfister	W_PFISTER	Nuovo Cim. A	1995-05-02T16:33:31	799457611
9505016	C. D. Fosco|S. Randjbar-Daemi	C_FOSCO|S_RANDJBARDAEMI	Phys.Lett. B	1995-05-02T16:46:27	799458387
9505017	Q-Han Park|H.J.Shin	Q_PARK|H_SHIN	Nucl.Phys. B	1995-05-03T12:20:31	799528831
9505018	Keith R. Dienes|Alon E. Faraggi	K_DIENES|A_FARAGGI	Phys.Rev.Lett.	1995-05-03T03:17:24	799496244
9505019	A.J. van der Sijs	A_SIJS	None	1995-05-03T12:12:42	799528362
9505020	Ranjan K. Ghosh|Sumathi Rao	R_GHOSH|S_RAO	None	1995-05-03T10:25:39	799521939
9505021	Piljin Yi	P_YI	Phys.Rev. D	1995-05-03T14:43:31	799537411
9505022	R.Tateo	R_TATEO	Phys.Lett. B	1995-05-03T15:11:30	799539090
9505023	Cumrun Vafa	C_VAFA	Nucl. Phys. B	1995-05-03T15:01:52	799538512
9505025	Paul S. Aspinwall|David R. Morrison	P_ASPINWALL|D_MORRISON	Phys.Lett. B	1995-05-03T21:32:49	799561969
9505026	G. Au|B. Spence	G_AU|B_SPENCE	Mod.Phys.Lett. A	1995-05-04T12:20:55	799615255
9505027	Aberto S. Cattaneo|Paolo Cotta-Ramusino|Juerg Froehlich|Maurizio   Martellini	A_CATTANEO|P_COTTARAMUSINO|J_FROEHLICH|M_MARTELLINI	J.Math.Phys.	1995-05-04T20:10:29	799643429
9505028	P. Teotonio-Sobrinho	P_TEOTONIOSOBRINHO	Nucl. Phys. B	1995-05-04T19:33:41	799641221
9505029	H.J. de Vega|I.L. Egusquiza	H_VEGA|I_EGUSQUIZA	Class.Quant.Grav.	1995-05-04T19:05:16	799639516
9505030	E. Elizalde|P. Fosalba-Vela|S. Naftulin|S.D. Odintsov	E_ELIZALDE|P_FOSALBAVELA|S_NAFTULIN|S_ODINTSOV	Phys. Lett. B	1995-05-05T15:19:56	799712396
9505031	C\'ecile Martin	C_MARTIN	Phys.Rev. D	1995-05-05T16:37:09	799717029
9505032	P.S. Howe|J.M. Izquierdo|G. Papadopoulos|P.K. Townsend	P_HOWE|J_IZQUIERDO|G_PAPADOPOULOS|P_TOWNSEND	Nucl.Phys. B	1995-05-05T16:39:20	799717160
9505033	M. Alimohammadi|F. Ardalan	M_ALIMOHAMMADI|F_ARDALAN	Mod.Phys.Lett. A	1995-05-05T12:19:53	799701593
9505034	S.J. Gates Jr.|Oleg A. Soloviev	S_|O_SOLOVIEV	Phys. Lett. B	1995-05-05T14:52:07-05:00	799714327
9505035	A.Gorsky|I.Krichever|A.Marshakov|A.Mironov|A.Morozov	A_GORSKY|I_KRICHEVER|A_MARSHAKOV|A_MIRONOV|A_MOROZOV	Phys.Lett. B	1995-05-05T21:07:53	799733273
9505036	Dae-Yup Song	D_SONG	Mod.Phys.Lett. A	1995-05-06T12:10:27	799787427
9505037	Masaru Kamata|Takao Koikawa	M_KAMATA|T_KOIKAWA	Phys.Lett. B	1995-05-06T19:33:38	799814018
9505038	Dean Rasheed	D_RASHEED	Nucl.Phys. B	1995-05-06T11:57:37	799786657
9505039	I.Krichever|A.Zabrodin	I_KRICHEVER|A_ZABRODIN	None	1995-05-07T20:03:54+03:00	799902234
9505040	P.H. Damgaard|F. De Jonghe|R. Sollacher	P_DAMGAARD|F_JONGHE|R_SOLLACHER	Nucl. Phys. B	1995-05-08T13:42:51	799965771
9505041	J. C. Brunelli|Ashok Das	J_BRUNELLI|A_DAS	Mod.Phys.Lett. A	1995-05-08T10:21:32	799953692
9505042	B. Bagchi|S.N. Biswas|Avinash Khare|P.K. Roy	B_BAGCHI|S_BISWAS|A_KHARE|P_ROY	Pramana	1995-05-06T12:44:52	799789492
9505043	Avinash Khare	A_KHARE	Proc. Indian Nat. Sc. Acad. A	1995-05-06T12:44:17	799789457
9505044	Valeri V. Dvoeglazov	V_DVOEGLAZOV	Int.J.Theor.Phys.	1995-05-08T11:22:34	799957354
9505045	Mirjam Cveti\v{c}|Donam Youm	M_CVETIVC|D_YOUM	Nucl.Phys. B	1995-05-08T18:31:24	799983084
9505046	Keith R. Dienes|Alon E. Faraggi	K_DIENES|A_FARAGGI	Nucl.Phys. B	1995-05-09T02:12:36	800010756
9505047	Jean-Loup Gervais|Mikhail V. Saveliev	J_GERVAIS|M_SAVELIEV	Nucl. Phys. B	1995-05-09T12:22:01	800047321
9505048	P.Cea|M.Consoli|L.Cosmai|R.Fiore	P_CEA|M_CONSOLI|L_COSMAI|R_FIORE	None	1995-05-09T13:52:58	800052778
9505049	F. Schaposnik	F_SCHAPOSNIK	Phys. Lett. B	1995-05-09T00:00:00	800002800
9505050	Mikhail Alexandrov	M_ALEXANDROV	Lett. Math. Phys.	1995-05-09T18:14:44	800068484
9505051	K. Intriligator	K_INTRILIGATOR	Nucl.Phys. B	1995-05-10T00:36:12	800091372
